Location,Household Type,TimeFrame,DataFormat,Data,Fips,Median_Income
Crown Heights North,Families,"2014",Dollars,"56471.75711","308","56472"
Brownsville,Families,"2014",Dollars,"34497.90698","316","34498"
East New York,Families,"2014",Dollars,"42032.23084","305","42032"
Canarsie,Families,"2014",Dollars,"78545.05599","318","78545"
East Flatbush,Families,"2014",Dollars,"58363.44531","317","58363"
Crown Heights South,Families,"2014",Dollars,"52375.98191","309","52376"
Sunset Park,Families,"2014",Dollars,"49569.79759","307","49570"
Bay Ridge,Families,"2014",Dollars,"71118.8286","310","71119"
Borough Park,Families,"2014",Dollars,"52238.6994","312","52239"
Flatbush/Midwood,Families,"2014",Dollars,"64923.81998","314","64924"
Sheepshead Bay,Families,"2014",Dollars,"66367.9888","315","66368"
Bensonhurst,Families,"2014",Dollars,"56539.85788","311","56540"
Coney Island,Families,"2014",Dollars,"43834.19897","313","43834"
Astoria,Families,"2014",Dollars,"62476.51593","401","62477"
Jackson Heights,Families,"2014",Dollars,"54284.96555","403","54285"
Flushing,Families,"2014",Dollars,"61530.67183","407","61531"
Bayside,Families,"2014",Dollars,"93872.05426","411","93872"
Queens Village,Families,"2014",Dollars,"89970.85271","413","89971"
Fresh Meadows/Briarwood,Families,"2014",Dollars,"67760.27132","408","67760"
Elmhurst/Corona,Families,"2014",Dollars,"50526.45134","404","50526"
Rego Park/Forest Hills,Families,"2014",Dollars,"94008.25581","406","94008"
Sunnyside/Woodside,Families,"2014",Dollars,"63375.87855","402","63376"
Ridgewood/Glendale,Families,"2014",Dollars,"76747.41171","405","76747"
Woodhaven,Families,"2014",Dollars,"66758.21705","409","66758"
Jamaica/St. Albans,Families,"2014",Dollars,"64957.32989","412","64957"
Howard Beach,Families,"2014",Dollars,"70302.70026","410","70303"
The Rockaways,Families,"2014",Dollars,"64289.29371","414","64289"
Bronx,Families,"2014",Dollars,"40040.01292","36005","40040"
Brooklyn,Families,"2014",Dollars,"58594.77175","36047","58595"
Manhattan,Families,"2014",Dollars,"97780.82257","36061","97781"
Queens,Families,"2014",Dollars,"69069.31955","36081","69069"
Staten Island,Families,"2014",Dollars,"87490.03876","36085","87490"
New York City,Families,"2014",Dollars,"63483.97502","3651000","63484"
Riverdale,Families with Children,"2014",Dollars,"49514.66839","208","49515"
Williamsbridge,Families with Children,"2014",Dollars,"47352.73902","212","47353"
Throgs Neck,Families with Children,"2014",Dollars,"64578.99225","210","64579"
Pelham Parkway,Families with Children,"2014",Dollars,"47251.12834","211","47251"
Morrisania,Families with Children,"2014",Dollars,"23134.8062","203","23135"
East Tremont,Families with Children,"2014",Dollars,"23134.8062","206","23135"
Bedford Park,Families with Children,"2014",Dollars,"32679.72438","207","32680"
University Heights,Families with Children,"2014",Dollars,"21021.52024","205","21022"
Concourse/Highbridge,Families with Children,"2014",Dollars,"29869.21619","204","29869"
Unionport/Soundview,Families with Children,"2014",Dollars,"36856.57192","209","36857"
Mott Haven,Families with Children,"2014",Dollars,"25889.10422","201","25889"
Hunts Point,Families with Children,"2014",Dollars,"25889.10422","202","25889"
Washington Heights,Families with Children,"2014",Dollars,"46257.72179","112","46258"
Manhattanville,Families with Children,"2014",Dollars,"69525.48665","109","69525"
Central Harlem,Families with Children,"2014",Dollars,"44221.18432","110","44221"
East Harlem,Families with Children,"2014",Dollars,"39770.85271","111","39771"
Upper East Side,Families with Children,"2014",Dollars,"239257.4806","108","239257"
Upper West Side,Families with Children,"2014",Dollars,"267667.3945","107","267667"
Chelsea/Clinton,Families with Children,"2014",Dollars,"146266.4126","104","146266"
Midtown Business District,Families with Children,"2014",Dollars,"146266.4126","105","146266"
Murray Hill/Stuyvesant,Families with Children,"2014",Dollars,"217990.5814","106","217991"
Lower East Side,Families with Children,"2014",Dollars,"52413.81568","103","52414"
Battery Park/Tribeca,Families with Children,"2014",Dollars,"227247.963","101","227248"
Greenwich Village,Families with Children,"2014",Dollars,"227247.963","102","227248"
Tottenville,Families with Children,"2014",Dollars,"97828.38501","503","97828"
South Beach,Families with Children,"2014",Dollars,"88924.4789","502","88924"
St. George,Families with Children,"2014",Dollars,"69167.68734","501","69168"
Williamsburg/Greenpoint,Families with Children,"2014",Dollars,"45418.8932","301","45419"
Bushwick,Families with Children,"2014",Dollars,"36215.55986","304","36216"
Bedford Stuyvesant,Families with Children,"2014",Dollars,"34280.63307","303","34281"
Fort Greene/Brooklyn Hts,Families with Children,"2014",Dollars,"121553.3979","302","121553"
Park Slope,Families with Children,"2014",Dollars,"178141.8992","306","178142"
Crown Heights North,Families with Children,"2014",Dollars,"45168.10939","308","45168"
Brownsville,Families with Children,"2014",Dollars,"24114.16021","316","24114"
East New York,Families with Children,"2014",Dollars,"35361.59776","305","35362"
Canarsie,Families with Children,"2014",Dollars,"70875.61154","318","70876"
East Flatbush,Families with Children,"2014",Dollars,"46874.95263","317","46875"
Crown Heights South,Families with Children,"2014",Dollars,"45625.35745","309","45625"
Sunset Park,Families with Children,"2014",Dollars,"45904.24634","307","45904"
Bay Ridge,Families with Children,"2014",Dollars,"71153.41947","310","71153"
Borough Park,Families with Children,"2014",Dollars,"44944.3497","312","44944"
Flatbush/Midwood,Families with Children,"2014",Dollars,"60091.90784","314","60092"
Sheepshead Bay,Families with Children,"2014",Dollars,"64130.3919","315","64130"
Bensonhurst,Families with Children,"2014",Dollars,"54529.26357","311","54529"
Coney Island,Families with Children,"2014",Dollars,"37964.56072","313","37965"
Astoria,Families with Children,"2014",Dollars,"44793.01464","401","44793"
Jackson Heights,Families with Children,"2014",Dollars,"46580.93023","403","46581"
Flushing,Families with Children,"2014",Dollars,"60229.19035","407","60229"
Bayside,Families with Children,"2014",Dollars,"94233.09647","411","94233"
Queens Village,Families with Children,"2014",Dollars,"86778.764","413","86779"
Fresh Meadows/Briarwood,Families with Children,"2014",Dollars,"61219.35401","408","61219"
Elmhurst/Corona,Families with Children,"2014",Dollars,"40340.5211","404","40341"
Rego Park/Forest Hills,Families with Children,"2014",Dollars,"117443.5702","406","117444"
Sunnyside/Woodside,Families with Children,"2014",Dollars,"51023.69509","402","51024"
Ridgewood/Glendale,Families with Children,"2014",Dollars,"76026.40827","405","76026"
Woodhaven,Families with Children,"2014",Dollars,"61248.54005","409","61249"
Jamaica/St. Albans,Families with Children,"2014",Dollars,"61021.53747","412","61022"
Howard Beach,Families with Children,"2014",Dollars,"70287.56675","410","70288"
The Rockaways,Families with Children,"2014",Dollars,"58479.10853","414","58479"
Bronx,Families with Children,"2014",Dollars,"33743.39363","36005","33743"
Brooklyn,Families with Children,"2014",Dollars,"50621.57623","36047","50622"
Manhattan,Families with Children,"2014",Dollars,"107308.4453","36061","107308"
Queens,Families with Children,"2014",Dollars,"61605.2584","36081","61605"
Staten Island,Families with Children,"2014",Dollars,"84745.46942","36085","84745"
New York City,Families with Children,"2014",Dollars,"54957.32558","3651000","54957"
Riverdale,Families without Children,"2014",Dollars,"76692.28252","208","76692"
Williamsbridge,Families without Children,"2014",Dollars,"61412.84668","212","61413"
Throgs Neck,Families without Children,"2014",Dollars,"88002.41602","210","88002"
Pelham Parkway,Families without Children,"2014",Dollars,"69847.61413","211","69848"
Morrisania,Families without Children,"2014",Dollars,"30696.15418","203","30696"
East Tremont,Families without Children,"2014",Dollars,"30696.15418","206","30696"
Bedford Park,Families without Children,"2014",Dollars,"44917.32558","207","44917"
University Heights,Families without Children,"2014",Dollars,"33725.01723","205","33725"
Concourse/Highbridge,Families without Children,"2014",Dollars,"35008.12231","204","35008"
Unionport/Soundview,Families without Children,"2014",Dollars,"49953.54005","209","49954"
Mott Haven,Families without Children,"2014",Dollars,"28095.35314","201","28095"
Hunts Point,Families without Children,"2014",Dollars,"28095.35314","202","28095"
Washington Heights,Families without Children,"2014",Dollars,"52881.87339","112","52882"
Manhattanville,Families without Children,"2014",Dollars,"48552.60982","109","48553"
Central Harlem,Families without Children,"2014",Dollars,"60554.56072","110","60555"
East Harlem,Families without Children,"2014",Dollars,"38788.25581","111","38788"
Upper East Side,Families without Children,"2014",Dollars,"175786.4772","108","175786"
Upper West Side,Families without Children,"2014",Dollars,"150736.2016","107","150736"
Chelsea/Clinton,Families without Children,"2014",Dollars,"163030.0129","104","163030"
Midtown Business District,Families without Children,"2014",Dollars,"163030.0129","105","163030"
Murray Hill/Stuyvesant,Families without Children,"2014",Dollars,"178801.2877","106","178801"
Lower East Side,Families without Children,"2014",Dollars,"43221.29199","103","43221"
Battery Park/Tribeca,Families without Children,"2014",Dollars,"171497.2093","101","171497"
Greenwich Village,Families without Children,"2014",Dollars,"171497.2093","102","171497"
Tottenville,Families without Children,"2014",Dollars,"102101.4384","503","102101"
South Beach,Families without Children,"2014",Dollars,"84553.05771","502","84553"
St. George,Families without Children,"2014",Dollars,"79034.73299","501","79035"
Williamsburg/Greenpoint,Families without Children,"2014",Dollars,"69635.74505","301","69636"
Bushwick,Families without Children,"2014",Dollars,"46607.95435","304","46608"
Bedford Stuyvesant,Families without Children,"2014",Dollars,"53971.48579","303","53971"
Fort Greene/Brooklyn Hts,Families without Children,"2014",Dollars,"103410.4867","302","103410"
Park Slope,Families without Children,"2014",Dollars,"129098.5314","306","129099"
Crown Heights North,Families without Children,"2014",Dollars,"62512.18777","308","62512"
Brownsville,Families without Children,"2014",Dollars,"45506.45134","316","45506"
East New York,Families without Children,"2014",Dollars,"49558.98794","305","49559"
Canarsie,Families without Children,"2014",Dollars,"82251.68389","318","82252"
East Flatbush,Families without Children,"2014",Dollars,"68119.15159","317","68119"
Crown Heights South,Families without Children,"2014",Dollars,"56299.88372","309","56300"
